Id,Label,timeset,farmacia,latitude,longitude,Zona,Farm
672,SALCOBRAND,,LAS CONDES,-33.41556420881637,-70.53952902380371,,SALCOBRAND
673,CRUZ VERDE,,CALERA DE TANGO,-33.6255747,-70.78146199999998,,CRUZ VERDE
674,SALCOBRAND,,QUILICURA,-33.44121699999999,-70.75415120000002,,SALCOBRAND
675,IBIZA,,MAIPU,-33.5562226,-70.79314369999997,,IBIZA
676,SAINT GERMAIN,,MAIPU,-33.4747329,-70.74887469999999,,SAINT GERMAIN
677,DEL CARMEN,,MAIPU,-33.5168493,-70.76353879999999,,DEL CARMEN
678,SALCOBRAND,,COLINA,-33.204695,-70.676266,,SALCOBRAND
679,AHUMADA,,LA FLORIDA,-33.518401,-70.599124,,AHUMADA
680,ISLEiEEA,,ISLA DE MAIPO,-33.753996,-70.902434,,ISLEiEEA
681,DiEEAZ,,LO PRADO,-33.443623,-70.723448,,DiEEAZ
682,AHUMADA,,LA FLORIDA,-33.518400,-70.599123,,AHUMADA
683,AHUMADA,,NUNOA,-33.455672,-70.58563,,AHUMADA
684,AHUMADA,,SANTIAGO,-33.44317,-70.649064,,AHUMADA
685,AHUMADA,,BUIN,-33.734141,-70.749025,,AHUMADA
686,AHUMADA,,RENCA,-33.397305,-70.761807,,AHUMADA
687,AHUMADA,,PROVIDENCIA,-33.418056,-70.607297,,AHUMADA
688,FARMAMARKET,,PENAFLOR,-33.601279,-70.860642,,FARMAMARKET
689,SOLUFAR,,CERRILLOS,-33.491755,-70.714808,,SOLUFAR
690,VALVIC,,PADRE HURTADO,-33.565517,-70.799506,,VALVIC
691,BELEN,,PUDAHUEL,-33.444749,-70.754041,,BELEN
692,MEDICAL STORES,,PUDAHUEL,-33.448542,-70.842990,,MEDICAL STORES
693,SU SALUD,,SANTIAGO,-33.452457,-70.663262,,SU SALUD
694,LEMBACH,,COLINA,-33.207506,-70.678188,,LEMBACH
695,DEL DR. SIMI,,INDEPENDENCIA,-33.424567,-70.654489,,DEL DR. SIMI
696,CRUZ VERDE,,LAS CONDES,-33.415884,-70.539431,,CRUZ VERDE
697,CRUZ VERDE,,HUECHURABA,-33.364142,-70.679158,,CRUZ VERDE
698,SALCOBRAND,,MACUL,-33.482241,-70.599307,,SALCOBRAND
699,CRUZ VERDE,,TALAGANTE,-33.669991,-70.940531,,CRUZ VERDE
700,DEL DR. SIMI,,LA FLORIDA,-33.535352,-70.572471,,DEL DR. SIMI
701,DEL CARMEN,,MAIPU,-33.509706,-70.758947,,DEL CARMEN
702,CRUZ VERDE,,CERRILLOS,-33.517344,-70.716387,,CRUZ VERDE
703,FARMATOP,,PADRE HURTADO,-33.563030,-70.796775,,FARMATOP
704,ECONOFARMA,,CONCHALI,-33.395043,-70657935,,ECONOFARMA
705,CRUZ VERDE,,QUILICURA,-33.374177,-70.718153,,CRUZ VERDE
706,HERRERA,,PUENTE ALTO,-33.612546,-70.573888,,HERRERA
707,JUMBO MAIPU,,MAIPU,-33.479687,-70.752152,,JUMBO MAIPU
708,DEL DR. SIMI,,LA FLORIDA,-33.516661,-70.599949,,DEL DR. SIMI
709,DEL DR. SIMI,,ESTACION CENTRAL,-33.454507,-70.679502,,DEL DR. SIMI
710,CRUZ VERDE,,PENAFLOR,-33.608667,-70.856258,,CRUZ VERDE
711,CRUZ VERDE,,VITACURA,-33.398752,-70.598584,,CRUZ VERDE
712,DEL DR. SIMI,,SANTIAGO,-33.437929,-70.636741,,DEL DR. SIMI
713,SALCOBRAND,,COLINA,-33.207196,-70.666266,,SALCOBRAND
Metropolitano Sur,,,,,,Zona Sur,
Metropolitano Central,,,,,,Zona Central,
Metropolitano Occidente,,,,,,Zona Occidente,
Metropolitano Norte,,,,,,Zona Norte,
Metropolitano Suroriente,,,,,,Zona Suroriente,
Metropolitano Oriente,,,,,,Zona Oriente,
