Id,Label,timeset,farmacia,latitude,longitude,NOmbre,comune,weighted indegree,weighted outdegree,weighted degree,indegree,outdegree,degree,Authority,Hub,pageranks,clustering,triangles
631,AHUMADA,,LAS CONDES,33.409287,-70.567331,AHUMADA,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
632,SALCOBRAND,,SAN BERNARDO,33.615891,-70.684447,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000739,0,0
633,PRAT,,SAN BERNARDO,33.608804,-70.702816,PRAT,,0,1,1,0,1,1,0,0,0.000739,0,0
634,AHUMADA,,COLINA,33.312367,-70.656921,AHUMADA,,0,1,1,0,1,1,0,0,0.000744,0,0
635,CRUZ VERDE,,PADRE HURTADO,33.569344,-70.815406,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000811,0,0
636,MANRIQUEZ,,SAN RAMON,33.551099,-70.633926,MANRIQUEZ,,0,1,1,0,1,1,0,0,0.000861,0,0
637,SALCOBRAND,,SANTIAGO,33.444484,-70.636964,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
638,SALCOBRAND,,NUNOA,33.43656,-70.577532,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000724,0,0
639,CRUZ VERDE,,SANTIAGO,33.439546,-70.650358,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
640,CRUZ VERDE,,NUNOA,33.451281,-70.589247,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
641,SOLUFAR,,HUECHURABA,33.359594,-70.682686,SOLUFAR,,0,1,1,0,1,1,0,0,0.000761,0,0
642,SALCOBRAND,,LA FLORIDA,33.519252,-70.600301,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000722,0,0
643,CRUZ VERDE,,NUNOA,33.449721,-70.621659,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000724,0,0
644,CRUZ VERDE,,PUENTE ALTO,33.567875,-70.554729,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000726,0,0
645,MEDDICA,,SANTIAGO,33.438544,-70.662868,MEDDICA,,0,1,1,0,1,1,0,0,0.000722,0,0
646,MEDDICA,,QUILICURA,33.366749,-70.713566,MEDDICA,,0,1,1,0,1,1,0,0,0.000751,0,0
647,ESMERALDA,,COLINA,33.179824,-70.657035,ESMERALDA,,0,1,1,0,1,1,0,0,0.000744,0,0
648,CRUZ VERDE,,LO PRADO,33.45732,-70.714213,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
649,FARMAS,,MAIPU,33.505211,-70.789108,FARMAS,,0,1,1,0,1,1,0,0,0.000725,0,0
650,CRUZ VERDE,,PROVIDENCIA,33.435604,-70.591638,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
651,CRUZ VERDE,,PROVIDENCIA,33.422142,-70.608202,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
652,MEDDICA,,SANTIAGO,33.44385,-70.657621,MEDDICA,,0,1,1,0,1,1,0,0,0.000722,0,0
653,FARMA TOTAL,,SANTIAGO,33.443287,-70.633528,FARMA TOTAL,,0,1,1,0,1,1,0,0,0.000722,0,0
654,CRUZ VERDE,,PADRE HURTADO,33.56099,-70.826991,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000811,0,0
655,SEGAL,,EL BOSQUE,33.572799,-70.66539,SEGAL,,0,1,1,0,1,1,0,0,0.000765,0,0
656,DEL DR SIMI,,LAMPA,33.28494,-70.876251,DEL DR SIMI,,0,1,1,0,1,1,0,0,0.000811,0,0
657,AHUMADA,,INDEPENDENCIA,33.418597,-70.663571,AHUMADA,,0,1,1,0,1,1,0,0,0.000771,0,0
658,FARMAHORRO,,LA GRANJA,33.558039,-70.623552,FARMAHORRO,,0,1,1,0,1,1,0,0,0.000831,0,0
659,ECONOFARMA,,MAIPU,33.532953,-70.774568,ECONOFARMA,,0,1,1,0,1,1,0,0,0.000725,0,0
660,SALCOBRAND,,SAN MIGUEL,33.490979,-70.657376,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000754,0,0
661,LA BOTICA ITALIA,,PROVIDENCIA,33.446852,-70.627195,LA BOTICA ITALIA,,0,1,1,0,1,1,0,0,0.000729,0,0
662,AHUMADA,,PENALOLEN,33.476087,-70.543141,AHUMADA,,0,1,1,0,1,1,0,0,0.000733,0,0
663,OMEGA,,LA FLORIDA,33.563827,-70.584954,OMEGA,,0,1,1,0,1,1,0,0,0.000722,0,0
664,CRUZ VERDE,,LAS CONDES,33.409534,-70.567352,CRUZ VERDE,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
665,KNOP,,HUECHURABA,33.347631,-70.670419,KNOP,,0,1,1,0,1,1,0,0,0.000761,0,0
666,JUMBO EL LLANO J513,,SAN MIGUEL,33.486788,-70.650859,JUMBO EL LLANO J513,,0,1,1,0,1,1,0,0,0.000754,0,0
667,CRUZ VERDE,,LA FLORIDA,33.518871,-70.600875,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000722,0,0
668,SALCOBRAND,,LAS CONDES,33.418864,-70.572192,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
669,FARMATOTAL,,PROVIDENCIA,33.431164,-70.616277,FARMATOTAL,,0,1,1,0,1,1,0,0,0.000729,0,0
670,JUMBO,,PENALOLEN,33.488018,-70.556676,JUMBO,,0,1,1,0,1,1,0,0,0.000733,0,0
671,CRUZ VERDE,,PROVIDENCIA,33.439076,-70.615794,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000729,0,0
672,SALCOBRAND,,LAS CONDES,33.415564,-70.539529,SALCOBRAND,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
673,CRUZ VERDE,,CALERA DE TANGO,33.625575,-70.781462,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000861,0,0
674,SALCOBRAND,,QUILICURA,33.441217,-70.754151,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000751,0,0
675,IBIZA,,MAIPU,33.556223,-70.793144,IBIZA,,0,1,1,0,1,1,0,0,0.000725,0,0
676,SAINT GERMAIN,,MAIPU,33.474733,-70.748875,SAINT GERMAIN,,0,1,1,0,1,1,0,0,0.000725,0,0
677,DEL CARMEN,,MAIPU,33.516849,-70.763539,DEL CARMEN,,0,1,1,0,1,1,0,0,0.000725,0,0
678,SALCOBRAND,,COLINA,33.204695,-70.676266,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000744,0,0
679,AHUMADA,,LA FLORIDA,33.518401,-70.599124,AHUMADA,,0,1,1,0,1,1,0,0,0.000722,0,0
680,ISLEiEEA,,ISLA DE MAIPO,33.753996,-70.902434,ISLEiEEA,,0,1,1,0,1,1,0,0,0.000831,0,0
681,DiEEAZ,,LO PRADO,33.443623,-70.723448,DiEEAZ,,0,1,1,0,1,1,0,0,0.000786,0,0
682,AHUMADA,,LA FLORIDA,33.5184,-70.599123,AHUMADA,,0,1,1,0,1,1,0,0,0.000722,0,0
683,AHUMADA,,NUNOA,33.455672,-70.58563,AHUMADA,,0,1,1,0,1,1,0,0,0.000724,0,0
684,AHUMADA,,SANTIAGO,33.44317,-70.649064,AHUMADA,,0,1,1,0,1,1,0,0,0.000722,0,0
685,AHUMADA,,BUIN,33.734141,-70.749025,AHUMADA,,0,1,1,0,1,1,0,0,0.000797,0,0
686,AHUMADA,,RENCA,33.397305,-70.761807,AHUMADA,,0,1,1,0,1,1,0,0,0.000797,0,0
687,AHUMADA,,PROVIDENCIA,33.418056,-70.607297,AHUMADA,,0,1,1,0,1,1,0,0,0.000729,0,0
688,FARMAMARKET,,PENAFLOR,33.601279,-70.860642,FARMAMARKET,,0,1,1,0,1,1,0,0,0.000771,0,0
689,SOLUFAR,,CERRILLOS,33.491755,-70.714808,SOLUFAR,,0,1,1,0,1,1,0,0,0.000778,0,0
690,VALVIC,,PADRE HURTADO,33.565517,-70.799506,VALVIC,,0,1,1,0,1,1,0,0,0.000811,0,0
691,BELEN,,PUDAHUEL,33.444749,-70.754041,BELEN,,0,1,1,0,1,1,0,0,0.000742,0,0
692,MEDICAL STORES,,PUDAHUEL,33.448542,-70.84299,MEDICAL STORES,,0,1,1,0,1,1,0,0,0.000742,0,0
693,SU SALUD,,SANTIAGO,33.452457,-70.663262,SU SALUD,,0,1,1,0,1,1,0,0,0.000722,0,0
694,LEMBACH,,COLINA,33.207506,-70.678188,LEMBACH,,0,1,1,0,1,1,0,0,0.000744,0,0
695,DEL DR. SIMI,,INDEPENDENCIA,33.424567,-70.654489,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000771,0,0
696,CRUZ VERDE,,LAS CONDES,33.415884,-70.539431,CRUZ VERDE,,0,1,1,0,1,1,0.016807,0.129099,0.000721,0,0
697,CRUZ VERDE,,HUECHURABA,33.364142,-70.679158,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000761,0,0
698,SALCOBRAND,,MACUL,33.482241,-70.599307,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000786,0,0
699,CRUZ VERDE,,TALAGANTE,33.669991,-70.940531,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000786,0,0
700,DEL DR. SIMI,,LA FLORIDA,33.535352,-70.572471,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000722,0,0
701,DEL CARMEN,,MAIPU,33.509706,-70.758947,DEL CARMEN,,0,1,1,0,1,1,0,0,0.000725,0,0
702,CRUZ VERDE,,CERRILLOS,33.517344,-70.716387,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000778,0,0
703,FARMATOP,,PADRE HURTADO,33.56303,-70.796775,FARMATOP,,0,1,1,0,1,1,0,0,0.000811,0,0
704,ECONOFARMA,,CONCHALI,33.395043,70657935,ECONOFARMA,,0,1,1,0,1,1,0,0,0.000778,0,0
705,CRUZ VERDE,,QUILICURA,33.374177,-70.718153,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000751,0,0
706,HERRERA,,PUENTE ALTO,33.612546,-70.573888,HERRERA,,0,1,1,0,1,1,0,0,0.000726,0,0
707,JUMBO MAIPU,,MAIPU,33.479687,-70.752152,JUMBO MAIPU,,0,1,1,0,1,1,0,0,0.000725,0,0
708,DEL DR. SIMI,,LA FLORIDA,33.516661,-70.599949,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000722,0,0
709,DEL DR. SIMI,,ESTACION CENTRAL,33.454507,-70.679502,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000744,0,0
710,CRUZ VERDE,,PENAFLOR,33.608667,-70.856258,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000771,0,0
711,CRUZ VERDE,,VITACURA,33.398752,-70.598584,CRUZ VERDE,,0,1,1,0,1,1,0,0,0.000737,0,0
712,DEL DR. SIMI,,SANTIAGO,33.437929,-70.636741,DEL DR. SIMI,,0,1,1,0,1,1,0,0,0.000722,0,0
713,SALCOBRAND,,COLINA,33.207196,-70.666266,SALCOBRAND,,0,1,1,0,1,1,0,0,0.000744,0,0
BUIN,,,,33.7314,-70.7424,,Buin,7,0,7,7,0,7,0,0,0.004935,0,0
CALERA DE TANGO,,,,33.6293,-70.7623,,Calera de Tango,4,0,4,4,0,4,0,0,0.003125,0,0
CERRILLOS,,,,33.501,-70.7099,,Cerrillos,9,0,9,9,0,9,0,0,0.006142,0,0
CERRO NAVIA,,,,33.4219,-70.7405,,Cerro Navia,6,0,6,6,0,6,0,0,0.004332,0,0
COLINA,,,,33.2045,-70.676,,Colina,18,0,18,18,0,18,0,0,0.011574,0,0
CONCHALI,,,,33.3847,-70.68,,Conchali,9,0,9,9,0,9,0,0,0.006142,0,0
CURACAVI,,,,33.4009,-71.1267,,Curacavi,3,0,3,3,0,3,0,0,0.002521,0,0
EL BOSQUE,,,,33.559,-70.6788,,El Bosque,11,0,11,11,0,11,0,0,0.007349,0,0
ESTACION CENTRAL,,,,33.4619,-70.6985,,Estacion Central,18,0,18,18,0,18,0,0,0.011574,0,0
HUECHURABA,,,,33.3742,-70.6367,,Huechuraba,12,0,12,12,0,12,0,0,0.007953,0,0
INDEPENDENCIA,,,,33.4156,-70.6643,,Independencia,10,0,10,10,0,10,0,0,0.006746,0,0
ISLA DE MAIPO,,,,33.7465,-70.9,,Isla de Maipo,5,0,5,5,0,5,0,0,0.003728,0,0
LA CISTERNA,,,,33.5264,-70.6614,,La Cisterna,11,0,11,11,0,11,0,0,0.007349,0,0
LA FLORIDA,,,,33.5227,-70.5987,,La Florida,51,0,51,51,0,51,0,0,0.03149,0,0
LA GRANJA,,,,33.5378,-70.6207,,La Granja,5,0,5,5,0,5,0,0,0.003728,0,0
LA PINTANA,,,,33.5856,-70.6286,,La Pintana,6,0,6,6,0,6,0,0,0.004332,0,0
LA REINA,,,,33.4411,-70.5341,,La Reina,19,0,19,19,0,19,0,0,0.012177,0,0
LO BARNECHEA,,,,33.3527,-70.5185,,Lo Barrenechea,15,0,15,15,0,15,0,0,0.009763,0,0
LAMPA,,,,33.2827,-70.8793,,Lampa,6,0,6,6,0,6,0,0,0.004332,0,0
LAS CONDES,,,,33.4079,-70.5451,,Las Condes,59,0,59,59,0,59,0.991632,0.129099,0.036318,0,0
LO ESPEJO,,,,33.522,-70.6906,,Lo Espejo,3,0,3,3,0,3,0,0,0.002521,0,0
LO PRADO,,,,33.4443,-70.7233,,Lo Prado,8,0,8,8,0,8,0,0,0.005539,0,0
MACUL,,,,33.4851,-70.5992,,Macul,8,0,8,8,0,8,0,0,0.005539,0,0
MAIPU,,,,33.5106,-70.7573,,Maipu,43,0,43,43,0,43,0,0,0.026661,0,0
MELIPILLA,,,,33.6859,-71.218,,Melipilla,9,0,9,9,0,9,0,0,0.006142,0,0
NUNOA,,,,33.4567,-70.5978,,Nunoa,44,0,44,44,0,44,0,0,0.027265,0,0
PADRE HURTADO,,,,33.5695,-70.8157,,Padre Hurtado,6,0,6,6,0,6,0,0,0.004332,0,0
PAINE,,,,33.8082,-70.7364,,Paine,3,0,3,3,0,3,0,0,0.002521,0,0
PEDRO AGUIRRE CERDA,,,,33.4941,-70.6765,,Pedro Aguirre Cerda,4,0,4,4,0,4,0,0,0.003125,0,0
PENAFLOR,,,,33.606,-70.8782,,Penaflor,10,0,10,10,0,10,0,0,0.006746,0,0
PENALOLEN,,,,33.4719,-70.5628,,Penanolen,27,0,27,27,0,27,0,0,0.017005,0,0
PIRQUE,,,,33.6875,-70.5884,,Pirque,1,0,1,1,0,1,0,0,0.001314,0,0
PROVIDENCIA,,,,33.4314,-70.6093,,Providencia,33,0,33,33,0,33,0,0,0.020626,0,0
PUDAHUEL,,,,33.4421,-70.7641,,Pudahuel,19,0,19,19,0,19,0,0,0.012177,0,0
PUENTE ALTO,,,,33.6186,-70.5906,,Puente Alto,40,0,40,40,0,40,0,0,0.024851,0,0
QUILICURA,,,,33.3577,-70.7293,,Quilicura,15,0,15,15,0,15,0,0,0.009763,0,0
QUINTA NORMAL,,,,33.4317,-70.6924,,Quinta Normal,7,0,7,7,0,7,0,0,0.004935,0,0
RECOLETA,,,,33.4062,-70.6336,,Recoleta,11,0,11,11,0,11,0,0,0.007349,0,0
RENCA,,,,33.4064,-70.728,,Renca,7,0,7,7,0,7,0,0,0.004935,0,0
SAN BERNARDO,,,,33.5854,-70.6987,,San Bernardo,21,0,21,21,0,21,0,0,0.013384,0,0
SAN JOAQUIN,,,,33.4962,-70.6283,,San Joaquin,7,0,7,7,0,7,0,0,0.004935,0,0
SAN JOSE DE MAIPO,,,,33.6432,-70.3452,,San Jose de Maipo,1,0,1,1,0,1,0,0,0.001314,0,0
SAN MIGUEL,,,,33.4924,-70.6518,,San Miguel,14,0,14,14,0,14,0,0,0.00916,0,0
SAN RAMON,,,,33.551,-70.6464,,San Ramon,4,0,4,4,0,4,0,0,0.003125,0,0
SANTIAGO,,,,33.4489,-70.6693,,Santiago,52,0,52,52,0,52,0,0,0.032093,0,0
TALAGANTE,,,,33.6625,-70.925,,Talagante,8,0,8,8,0,8,0,0,0.005539,0,0
TILTIL,,,,33.0839,-70.928,,Til Til,1,0,1,1,0,1,0,0,0.001314,0,0
VITACURA,,,,33.3905,-70.5724,,Vitacura,23,0,23,23,0,23,0,0,0.014591,0,0
