,id,latitude,longitude,label
244,DEL DR. SIMI ,-33.485057,-70.599336,MACUL
245,SALCOBRAND,-33.510502,-70.757643,MAIPU
246,SALCOBRAND,-33.481847,-70.753649,MAIPU
247,SALCOBRAND,-33.481149,-70.754035,MAIPU
248,SALCOBRAND,-33.542137,-70.771024,MAIPU
249,AHUMADA,-33.560708,-70.780705,MAIPU
250,AHUMADA,-33.481847,-70.753649,MAIPU
251,AHUMADA,-33.510738,-70.757381,MAIPU
252,AHUMADA,-33.50288,-70.757278,MAIPU
253,AHUMADA,-33.481442,-70.745228,MAIPU
254,AHUMADA,-33.506046,-70.757480,MAIPU
255,AHUMADA ,-33.531558,-70.775088,MAIPU
256,ALMENDRA,-33.489442,-70.774272,MAIPU
257,BELEN,-33.507479,-70.784079,MAIPU
258,BELEN,-33.488435,-70.742558,MAIPU
259,APOTHEKE,-33.51232,-70.775493,MAIPU
260,CRUZ VERDE,-33.559993,-70.7844,MAIPU
261,CRUZ VERDE,-33.531915,-70.775603,MAIPU
262,CRUZ VERDE,-33.481847,-70.753649,MAIPU
263,CRUZ VERDE,-33.480565,-70.754106,MAIPU
264,CRUZ VERDE,-33.471974,-70.759642,MAIPU
265,CRUZ VERDE,-33.513669,-70.826522,MAIPU
266,CRUZ VERDE,-33.496314,-70.757549,MAIPU
267,CRUZ VERDE,-33.506799,-70.757471,MAIPU
268,CRUZ VERDE,-33.554432,-70.795816,MAIPU
269,CRUZ VERDE,-33.4398441,-70.55565960000001,LA REINA
270,DEL PARQUE,-33.558795,-70.789529,MAIPU
271,ECONOFARMA,-33.489639,-70.766376,MAIPU
272,EXPRESS,-33.528159,-70.767318,MAIPU
273,MEBAL,-33.510064,-70.775509,MAIPU
274,MEVIC,-33.52235,-70.796797,MAIPU
275,MEVIC,-33.542754,-70.777843,MAIPU
276,VIDA SALUD,-33.513329,-70.756999,MAIPU
277,SU FARMACIA ,-33.501216,-70.741035,MAIPU
278,NETFARMA,-33.495531,-70.736547,MAIPU
279,AHUMADA,-33.68064,-71.208747,MELIPILLA
280,CRUZ VERDE,-33.686111,-71.214668,MELIPILLA
281,CRUZ VERDE,-33.684917,-71.213814,MELIPILLA
282,EKONOFARMA ,-33.685574,-71.215179,MELIPILLA
283,REDONDO,-33.690830,-71.215614,MELIPILLA
284,SERRANO ,-33.691460,-71.215843,MELIPILLA
285,SALCOBRAND,-33.686211,-71.213768,MELIPILLA
286,SALCOBRAND ,-33.686588,-71.215347,MELIPILLA
287,AHUMADA,-33.450135,-70.621558,NUNOA
288,AHUMADA,-33.465888,-70.588277,NUNOA
289,SALCOBRAND,-33.446473,-70.611272,NUNOA
290,SALCOBRAND,-33.455188,-70.609099,NUNOA
291,SALCOBRAND,-33.449477,-70.597856,NUNOA
292,SALCOBRAND,-33.455452,-70.586945,NUNOA
293,SALCOBRAND,-33.456271,-70.613901,NUNOA
294,SALCOBRAND,-33.464984,-70.598226,NUNOA
295,AHUMADA,-33.455027,-70.60908,NUNOA
296,AHUMADA,-33.455309,-70.627108,NUNOA
297,AHUMADA,-33.454507,-70.600608,NUNOA
298,AHUMADA,-33.445605,-70.606138,NUNOA
299,AHUMADA,-33.448273,-70.580555,NUNOA
300,AHUMADA,-33.447789,-70.597547,NUNOA
301,CRUZ VERDE,-33.448329,-70.610647,NUNOA
302,CRUZ VERDE,-33.448564,-70.580705,NUNOA
303,CRUZ VERDE,-33.455765,-70.626106,NUNOA
304,CRUZ VERDE,-33.453053,-70.615452,NUNOA
305,CRUZ VERDE,-33.454342,-70.602297,NUNOA
306,CRUZ VERDE,-33.455219,-70.593017,NUNOA
307,CRUZ VERDE,-33.454494,-70.579021,NUNOA
308,CRUZ VERDE,-33.465302,-70.598239,NUNOA
309,CRUZ VERDE,-33.45816,-70.598017,NUNOA
310,CRUZ VERDE,-33.442758,-70.572611,NUNOA
311,CRUZ VERDE,-33.445565,-70.606112,NUNOA
312,CRUZ VERDE,-33.455649,-70.605221,NUNOA
313,CRUZ VERDE,-33.434033,-70.582342,NUNOA
314,INSTITUCIONAL,-33.453256,-70.591758,NUNOA
315,REDOXX,-33.462935,-70.620185,NUNOA
316,SALCOBRAND,-33.454772,-70.627526,NUNOA
317,SANTA  GEMITA,-33.454762,-70.599854,NUNOA
318,SALCOBRAND,-33.448165,-70.600672,NUNOA
319,SAN JUAN ,-33.569701,-70.815772,PADRE HURTADO
320,FARMAMARKET,-33.568003,-70.808887,PADRE HURTADO
321,CRUZ VERDE,-33.813498,-70.743019,PAINE
322,PLAZA PAINE,-33.809498,-70.738717,PAINE
323,CRUZ VERDE,-33.478816,-70.663113,PEDRO AGUIRRE CERDA
324,CRUZ VERDE,-33.502505,-70.667851,PEDRO AGUIRRE CERDA
325,IDAHUE,-33.478489,-70.672005,PEDRO AGUIRRE CERDA
326,LA BOTIKA,-33.502397,-70.690115,PEDRO AGUIRRE CERDA
