Id,Label,timeset,farmacia,lat,lng,nombre,comune,poblacion,POBLA,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
315,REDOXX,,NUNOA,33.462935,-70.620185,REDOXX,,,,21,2.804703,12,0.182356,0.248715,8761.693195,14,0.001065,1,0.671429,141,0.24985
316,SALCOBRAND,,NUNOA,33.454772,-70.627526,SALCOBRAND,,,,27,4.92758,12,0.184089,0.259891,5073.12814,14,0.001156,1,0.652422,229,0.411356
317,SANTA  GEMITA,,NUNOA,33.454762,-70.599854,SANTA  GEMITA,,,,36,7.300148,13,0.167283,0.251175,347.546565,14,0.001535,1,0.715873,451,0.413964
318,SALCOBRAND,,NUNOA,33.448165,-70.600672,SALCOBRAND,,,,40,7.106856,13,0.168155,0.2571,862.655375,14,0.00165,1,0.667949,521,0.488789
319,SAN JUAN,,PADRE HURTADO,33.569701,-70.815772,SAN JUAN,,,,6,1.522957,20,0.087812,0.111558,1.954545,9,0.001047,1,0.866667,13,0.003843
320,FARMAMARKET,,PADRE HURTADO,33.568003,-70.808887,FARMAMARKET,,,,9,1.372731,19,0.096075,0.127815,1067.736364,9,0.001423,1,0.611111,22,0.006365
321,CRUZ VERDE,,PAINE,33.813498,-70.743019,CRUZ VERDE,,,,3,0.64077,1,1,1,0,11,0.001314,7,1,3,0.00106
322,PLAZA PAINE,,PAINE,33.809498,-70.738717,PLAZA PAINE,,,,3,0.746618,1,1,1,0,11,0.001314,7,1,3,0.00106
323,CRUZ VERDE,,PEDRO AGUIRRE CERDA,33.478816,-70.663113,CRUZ VERDE,,,,11,1.493216,12,0.159642,0.19702,4231.448514,20,0.001134,1,0.509091,28,0.016032
324,CRUZ VERDE,,PEDRO AGUIRRE CERDA,33.502505,-70.667851,CRUZ VERDE,,,,14,1.840116,13,0.143371,0.17824,13525.850982,20,0.00147,1,0.637363,58,0.017572
325,IDAHUE,,PEDRO AGUIRRE CERDA,33.478489,-70.672005,IDAHUE,,,,5,0.631929,12,0.158745,0.191004,1106.913504,20,0.000655,1,0.5,5,0.007145
326,LA BOTIKA,,PEDRO AGUIRRE CERDA,33.502397,-70.690115,LA BOTIKA,,,,4,0.737158,13,0.134284,0.155282,3729.050216,12,0.000831,1,0.5,3,0.002061
327,FARMAMARKET,,PENAFLOR,33.610554,-70.873439,FARMAMARKET,,,,5,0.699449,2,0.666667,0.75,1.5,13,0.00122,8,0.7,7,0.002512
328,AHUMADA,,PENAFLOR,33.607203,-70.899843,AHUMADA,,,,5,2.248282,2,0.666667,0.75,0,13,0.001206,8,1,10,0.002525
329,CRUZ VERDE,,PENAFLOR,33.606915,-70.854744,CRUZ VERDE,,,,5,1.319915,2,0.666667,0.75,0.25,13,0.001234,8,0.9,9,0.002436
330,CRUZ VERDE,,PENAFLOR,33.61071,-70.880887,CRUZ VERDE,,,,6,0.780018,2,0.714286,0.8,2,13,0.001418,8,0.733333,11,0.002947
331,CRUZ VERDE,,PENAFLOR,33.60872,-70.900199,CRUZ VERDE,,,,5,2.112903,2,0.666667,0.75,0,13,0.001206,8,1,10,0.002525
332,CRUZ VERDE,,PENAFLOR,33.607217,-70.899797,CRUZ VERDE,,,,5,2.249364,2,0.666667,0.75,0,13,0.001206,8,1,10,0.002525
333,MALLOCO,,PENAFLOR,33.604735,-70.852638,MALLOCO,,,,4,1.014515,2,0.625,0.7,0,13,0.001019,8,1,6,0.002014
334,SAN JUAN,,PENAFLOR,33.609133,-70.900701,SAN JUAN,,,,5,1.966995,2,0.666667,0.75,0,13,0.001206,8,1,10,0.002525
335,SALCOBRAND,,PENALOLEN,33.479232,-70.545225,SALCOBRAND,,,,16,2.94396,16,0.132915,0.182961,183.448164,22,0.001336,1,0.775,93,0.023907
336,SALCOBRAND,,PENALOLEN,33.468936,-70.575921,SALCOBRAND,,,,19,3.398946,14,0.157054,0.22308,6437.996813,22,0.001195,1,0.590643,101,0.085643
337,SALCOBRAND,,PENALOLEN,33.486668,-70.579823,SALCOBRAND,,,,14,2.540115,15,0.146817,0.199758,380.752193,22,0.001104,1,0.571429,52,0.02891
338,AHUMADA,,PENALOLEN,33.484731,-70.579397,AHUMADA,,,,16,3.168549,15,0.14688,0.201233,404.176452,22,0.001231,1,0.566667,68,0.032562
339,AHUMADA,,PENALOLEN,33.487957,-70.54916,AHUMADA,,,,16,3.002395,16,0.129786,0.175409,7.241666,22,0.001345,1,0.775,93,0.023577
340,AHUMADA,,PENALOLEN,33.486444,-70.557757,AHUMADA,,,,15,4.089751,15,0.139391,0.186291,112.696734,22,0.00124,1,0.8,84,0.024416
341,AHUMADA,,PENALOLEN,33.484198,-70.558365,AHUMADA,,,,16,3.254706,15,0.140986,0.190124,175.016457,22,0.001294,1,0.725,87,0.026774
342,BELEN,,PENALOLEN,33.506258,-70.579184,BELEN,,,,9,1.130982,16,0.139248,0.19295,10523.288532,5,0.000749,1,0.638889,23,0.025844
343,CRUZ VERDE,,PENALOLEN,33.485825,-70.579606,CRUZ VERDE,,,,16,3.510833,15,0.14688,0.201233,474.287814,22,0.00124,1,0.583333,70,0.031912
344,CRUZ VERDE,,PENALOLEN,33.475988,-70.54338,CRUZ VERDE,,,,16,3.48645,16,0.132915,0.182961,183.448164,22,0.001336,1,0.775,93,0.023907
345,CRUZ VERDE,,PENALOLEN,33.4864,-70.557735,CRUZ VERDE,,,,15,4.083362,15,0.139391,0.186291,112.696734,22,0.00124,1,0.8,84,0.024416
346,CRUZ VERDE,,PENALOLEN,33.486668,-70.579823,CRUZ VERDE,,,,14,2.540115,15,0.146817,0.199758,380.752193,22,0.001104,1,0.571429,52,0.02891
347,CRUZ VERDE,,PENALOLEN,33.472261,-70.55461,CRUZ VERDE,,,,20,2.532473,15,0.142079,0.198451,1164.887739,22,0.001573,1,0.589474,112,0.03408
348,CRUZ VERDE,,PENALOLEN,33.483805,-70.547014,CRUZ VERDE,,,,15,2.728235,16,0.129761,0.174671,2.571429,22,0.001266,1,0.828571,87,0.022666
349,DEL DR. SIMI,,PENALOLEN,33.471453,-70.541514,DEL DR. SIMI,,,,10,2.294117,16,0.132759,0.178536,118.798466,22,0.000908,1,0.933333,42,0.015244
350,DEL DR. SIMI,,PENALOLEN,33.469629,-70.574566,DEL DR. SIMI,,,,20,3.867716,14,0.157126,0.224064,7028.366547,22,0.001262,1,0.552632,105,0.087477
351,DEL DR. SIMI,,PENALOLEN,33.502822,-70.561093,DEL DR. SIMI,,,,9,1.074641,16,0.133701,0.178418,461.11318,22,0.000831,1,0.666667,24,0.013966
352,EL VALLE,,PENALOLEN,33.476053,-70.573552,EL VALLE,,,,16,2.6878,14,0.154724,0.213367,1582.1188,22,0.001185,1,0.6,72,0.040704
353,MEDDICA,,PENALOLEN,33.472427,-70.538437,MEDDICA,,,,10,2.631544,16,0.132759,0.178536,118.798466,22,0.000908,1,0.933333,42,0.015244
354,GENNETIKA,,PENALOLEN,33.47234,-70.538712,GENNETIKA,,,,10,2.668402,16,0.132759,0.178536,118.798466,22,0.000908,1,0.933333,42,0.015244
355,GALLARDO,,PENALOLEN,33.477724,-70.572401,GALLARDO,,,,17,2.747156,14,0.154759,0.214104,2055.604259,22,0.001257,1,0.573529,78,0.042039
356,LA BOTIKA,,PENALOLEN,33.507497,-70.568472,LA BOTIKA,,,,9,1.123684,16,0.137414,0.189517,9896.536227,5,0.00079,1,0.527778,19,0.021894
357,SALCOBRAND,,PENALOLEN,33.487541,-70.558636,SALCOBRAND,,,,19,3.973918,15,0.141074,0.192337,315.747974,22,0.001508,1,0.602339,103,0.030644
358,SALCOBRAND,,PENALOLEN,33.489299,-70.549871,SALCOBRAND,,,,13,2.626986,16,0.129711,0.173196,2.178911,22,0.001112,1,0.923077,72,0.020614
359,SALCOBRAND,,PIRQUE,33.634483,-70.570314,SALCOBRAND,,,,2,0.207276,20,0.085208,0.10939,677,15,0.000781,1,0,0,0.001107
360,SALCOBRAND,,PROVIDENCIA,33.429187,-70.61886,SALCOBRAND,,,,29,4.616782,13,0.170867,0.24886,2844.577019,14,0.001253,1,0.642857,261,0.335001
361,SALCOBRAND,,PROVIDENCIA,33.417618,-70.608246,SALCOBRAND,,,,23,6.099857,14,0.156654,0.231979,1289.013948,14,0.001118,1,0.790514,200,0.169529
362,SALCOBRAND,,PROVIDENCIA,33.430206,-70.60277,SALCOBRAND,,,,33,5.587977,13,0.164244,0.25043,1256.907971,14,0.001457,1,0.638258,337,0.304485
363,SALCOBRAND,,PROVIDENCIA,33.438335,-70.615679,SALCOBRAND,,,,42,6.422943,13,0.174787,0.267506,3104.121593,14,0.001672,1,0.528455,455,0.562578
364,AHUMADA,,PROVIDENCIA,33.417669,-70.608276,AHUMADA,,,,23,6.141582,14,0.156654,0.231979,1289.013948,14,0.001118,1,0.790514,200,0.169529
365,AHUMADA,,PROVIDENCIA,33.436607,-70.599068,AHUMADA,,,,38,5.348713,13,0.16634,0.258505,2683.38034,14,0.001626,1,0.487909,343,0.387355
366,AHUMADA,,PROVIDENCIA,33.431701,-70.583823,AHUMADA,,,,26,4.444867,14,0.16361,0.251172,2804.577097,23,0.001286,1,0.56,182,0.178138
367,AHUMADA,,PROVIDENCIA,33.429951,-70.602705,AHUMADA,,,,33,5.590541,13,0.164244,0.25043,1256.907971,14,0.001457,1,0.638258,337,0.304485
368,AHUMADA,,PROVIDENCIA,33.439538,-70.607911,AHUMADA,,,,43,6.413104,13,0.171212,0.262506,1026.088945,14,0.001735,1,0.551495,498,0.521228
369,AHUMADA,,PROVIDENCIA,33.422532,-70.611052,AHUMADA,,,,28,6.353998,14,0.163571,0.246751,4188.594782,14,0.001265,1,0.761905,288,0.254136
370,AHUMADA,,PROVIDENCIA,33.440999,-70.630386,AHUMADA,,,,40,6.439701,12,0.180896,0.264712,2983.14626,19,0.001532,1,0.575641,449,0.739208
371,CARMEN,,PROVIDENCIA,33.439826,-70.624619,CARMEN,,,,35,5.519574,12,0.181867,0.26126,2093.073158,14,0.001392,1,0.589916,351,0.545079
372,CRUZ VERDE,,PROVIDENCIA,33.417669,-70.608274,CRUZ VERDE,,,,23,6.142276,14,0.156654,0.231979,1289.013948,14,0.001118,1,0.790514,200,0.169529
373,CRUZ VERDE,,PROVIDENCIA,33.431983,-70.62928,CRUZ VERDE,,,,25,3.604428,13,0.176379,0.252191,12033.336799,19,0.001054,1,0.623333,187,0.399481
374,CRUZ VERDE,,PROVIDENCIA,33.433335,-70.617624,CRUZ VERDE,,,,38,5.683636,13,0.172212,0.258963,5091.299169,14,0.001562,1,0.549075,386,0.469067
375,CRUZ VERDE,,PROVIDENCIA,33.437794,-70.604202,CRUZ VERDE,,,,41,6.498863,13,0.170609,0.263255,2471.908695,14,0.001684,1,0.54878,450,0.470487
376,CRUZ VERDE,,PROVIDENCIA,33.422469,-70.609555,CRUZ VERDE,,,,27,6.310336,14,0.157821,0.239231,590.444651,14,0.001229,1,0.794872,279,0.243909
377,CRUZ VERDE,,PROVIDENCIA,33.445095,-70.619839,CRUZ VERDE,,,,42,6.336324,12,0.179793,0.267776,2158.585108,14,0.00165,1,0.559814,482,0.619023
378,LIDO,,PROVIDENCIA,33.42803,-70.593875,LIDO,,,,32,4.834095,14,0.162551,0.250557,1229.894505,14,0.001496,1,0.568548,282,0.232745
379,ROESAR,,PROVIDENCIA,33.432565,-70.635905,ROESAR,,,,40,5.540598,13,0.175602,0.260876,5747.363194,19,0.001525,1,0.657692,513,0.801985
380,SALCOBRAND,,PROVIDENCIA,33.426402,-70.615652,SALCOBRAND,,,,24,4.365568,13,0.165406,0.236051,72.490588,14,0.001092,1,0.800725,221,0.234624
381,SALCOBRAND,,PROVIDENCIA,33.42306,-70.611816,SALCOBRAND,,,,28,6.114356,14,0.163571,0.246751,4188.594782,14,0.001265,1,0.761905,288,0.254136
382,SALCOBRAND,,PROVIDENCIA,33.437816,-70.603767,SALCOBRAND,,,,41,6.478399,13,0.170609,0.263255,2367.882575,14,0.001692,1,0.532927,437,0.462522
383,FARMA UNO,,PUDAHUEL,33.432032,-70.752579,FARMA UNO,,,,13,2.409093,18,0.107397,0.151595,358.408231,17,0.001759,1,0.641026,50,0.011993
384,AHUMADA,,PUDAHUEL,33.449343,-70.848439,AHUMADA,,,,2,0.401723,19,0.101588,0.129928,0,17,0.000577,1,1,1,0.001582
385,AHUMADA,,PUDAHUEL,33.467965,-70.731704,AHUMADA,,,,6,1.218694,17,0.124335,0.170587,2677.683728,17,0.00088,1,0.533333,8,0.005625
386,AHUMADA,,PUDAHUEL,33.454986,-70.738717,AHUMADA,,,,10,1.289032,17,0.123677,0.170154,3335.041784,17,0.001321,1,0.4,18,0.009105
387,AHUMADA,,PUDAHUEL,33.457511,-70.823418,AHUMADA,,,,1,0.1,19,0.101573,0.12919,0,17,0.000332,1,0,0,0.001226
388,BELEN,,PUDAHUEL,33.462165,-70.737344,BELEN,,,,7,1.076999,17,0.124472,0.172275,2389.558182,17,0.001007,1,0.571429,12,0.006395
389,CRUZ VERDE,,PUDAHUEL,33.396873,-70.791846,CRUZ VERDE,,,,1,0.1,19,0.101573,0.12919,0,17,0.000332,1,0,0,0.001226
390,CRUZ VERDE,,PUDAHUEL,33.453321,-70.763032,CRUZ VERDE,,,,8,1.123422,19,0.103134,0.142891,510.195983,17,0.00116,1,0.678571,19,0.007124
391,EMIFAR,,PUDAHUEL,33.436491,-70.750583,EMIFAR,,,,11,2.34311,18,0.107295,0.149383,47.644527,17,0.001463,1,0.836364,46,0.010972
392,LAISA,,PUDAHUEL,33.459909,-70.761441,LAISA,,,,5,0.77884,19,0.104759,0.145768,516.774738,17,0.000795,1,0.7,7,0.004712
393,FARMA OFERTA,,PUDAHUEL,33.439105,-70.758029,FARMA OFERTA,,,,12,2.197471,18,0.107312,0.15012,73.302966,17,0.001587,1,0.772727,51,0.011636
394,CRUZ VERDE,,PUDAHUEL,33.444607,-70.740637,CRUZ VERDE,,,,15,1.898699,17,0.118739,0.169654,9129.182899,17,0.001871,1,0.466667,49,0.014542
395,SAN PIO,,PUDAHUEL,33.437548,-70.77114,SAN PIO,,,,8,1.008285,19,0.102386,0.13949,18.572824,17,0.001134,1,0.892857,25,0.007788
396,TIERRA DEL FUEGO,,PUDAHUEL,33.43214,-70.750476,TIERRA DEL FUEGO,,,,13,2.464917,18,0.111275,0.156726,714.065346,17,0.001747,1,0.602564,47,0.012185
397,TORRES,,PUDAHUEL,33.43214,-70.751806,TORRES,,,,8,1.090522,18,0.113132,0.159038,1621.945102,17,0.001146,1,0.464286,13,0.007191
398,LAS PRINCESAS,,PUDAHUEL,33.44197,-70.763715,LAS PRINCESAS,,,,10,1.61635,19,0.103228,0.142728,25.998097,17,0.001364,1,0.844444,38,0.009645
399,SALCOBRAND,,PUENTE ALTO,33.557954,-70.559352,SALCOBRAND,,,,16,2.766617,17,0.11155,0.165554,1927.100417,15,0.001507,1,0.675,81,0.025327
400,SALCOBRAND,,PUENTE ALTO,33.568989,-70.554782,SALCOBRAND,,,,15,5.882186,17,0.111367,0.162604,336.85812,15,0.001456,1,0.895238,94,0.023822
401,SALCOBRAND,,PUENTE ALTO,33.569053,-70.554921,SALCOBRAND,,,,15,5.903439,17,0.111367,0.162604,336.85812,15,0.001456,1,0.895238,94,0.023822
402,SALCOBRAND,,PUENTE ALTO,33.572973,-70.582806,SALCOBRAND,,,,13,2.720013,17,0.112494,0.16424,1873.114126,15,0.00138,1,0.641026,50,0.018282
403,LA BOTIKA,,PUENTE ALTO,33.582367,-70.601532,LA BOTIKA,,,,6,1.599766,18,0.101634,0.140959,15.889844,15,0.000875,1,0.8,12,0.007121
404,LOS TOROS,,PUENTE ALTO,33.567925,-70.570904,LOS TOROS,,,,21,2.850062,17,0.112625,0.170361,1380.656453,15,0.001991,1,0.557143,117,0.030965
405,AHUMADA,,PUENTE ALTO,33.598678,-70.577779,AHUMADA,,,,12,1.634505,18,0.101725,0.145383,143.860538,15,0.001529,1,0.545455,36,0.012914
406,AHUMADA,,PUENTE ALTO,33.598678,-70.577779,AHUMADA,,,,12,1.634505,18,0.101725,0.145383,143.860538,15,0.001529,1,0.545455,36,0.012914
407,AHUMADA,,PUENTE ALTO,33.612042,-70.575437,AHUMADA,,,,10,3.49896,19,0.093106,0.133116,0.833333,15,0.001323,1,0.933333,42,0.01117
408,AHUMADA,,PUENTE ALTO,33.566537,-70.556883,AHUMADA,,,,14,4.472082,17,0.111348,0.161866,297.971167,15,0.001367,1,0.945055,86,0.022474
409,ANGEL,,PUENTE ALTO,33.618122,-70.574144,ANGEL,,,,9,1.678836,19,0.093106,0.132625,1352,15,0.001417,1,0.777778,28,0.009547
410,ARES,,PUENTE ALTO,33.568443,-70.583565,ARES,,,,11,2.588055,17,0.11255,0.163995,1558.535626,15,0.001152,1,0.727273,40,0.016727
411,CARMEN,,PUENTE ALTO,33.609991,-70.551392,CARMEN,,,,3,0.712737,19,0.092991,0.127585,0.5,15,0.000635,1,0.666667,2,0.003814
412,CATALINA,,PUENTE ALTO,33.576334,-70.566777,CATALINA,,,,17,2.434665,18,0.10197,0.150718,16.838095,15,0.001663,1,0.639706,87,0.025446
413,CRUZ VERDE,,PUENTE ALTO,33.571355,-70.555026,CRUZ VERDE,,,,15,4.039709,17,0.111367,0.162604,336.85812,15,0.001456,1,0.895238,94,0.023822
414,CRUZ VERDE,,PUENTE ALTO,33.569029,-70.554929,CRUZ VERDE,,,,15,5.918965,17,0.111367,0.162604,336.85812,15,0.001456,1,0.895238,94,0.023822
415,CRUZ VERDE,,PUENTE ALTO,33.609906,-70.575866,CRUZ VERDE,,,,10,4.203746,19,0.093106,0.133116,0.833333,15,0.001323,1,0.933333,42,0.01117
416,CRUZ VERDE,,PUENTE ALTO,33.572383,-70.583299,CRUZ VERDE,,,,13,2.793315,17,0.112494,0.16424,1873.114126,15,0.00138,1,0.641026,50,0.018282
417,CRUZ VERDE,,PUENTE ALTO,33.569366,-70.583538,CRUZ VERDE,,,,12,2.747771,17,0.112568,0.164732,1750.985151,15,0.001241,1,0.69697,46,0.018075
418,CRUZ VERDE,,PUENTE ALTO,33.608347,-70.576046,CRUZ VERDE,,,,11,3.523321,19,0.093119,0.133854,3.833333,15,0.001437,1,0.818182,45,0.011922
419,CRUZ VERDE,,PUENTE ALTO,33.559537,-70.551508,CRUZ VERDE,,,,12,2.064316,17,0.111275,0.1599,276.670291,15,0.001201,1,0.984848,65,0.019148
420,CRUZ VERDE,,PUENTE ALTO,33.609517,-70.575524,CRUZ VERDE,,,,10,4.134722,19,0.093106,0.133116,0.833333,15,0.001323,1,0.933333,42,0.01117
421,CRUZ VERDE,,PUENTE ALTO,33.581626,-70.568794,CRUZ VERDE,,,,15,1.883077,18,0.10194,0.149243,244.818741,15,0.001558,1,0.561905,59,0.021812
422,CRUZ VERDE,,PUENTE ALTO,33.611657,-70.577084,CRUZ VERDE,,,,10,3.37178,19,0.093106,0.133116,0.833333,15,0.001323,1,0.933333,42,0.01117
423,J M,,PUENTE ALTO,33.608356,-70.528214,J M,,,,2,0.248335,19,0.092979,0.126848,0,15,0.000519,1,1,1,0.003187
424,DEL DR. SIMI,,PUENTE ALTO,33.574457,-70.555361,DEL DR. SIMI,,,,15,2.945994,17,0.111367,0.162604,336.85812,15,0.001456,1,0.895238,94,0.023822
425,FULLFARMA,,PUENTE ALTO,33.589942,-70.58568,FULLFARMA,,,,10,1.366902,18,0.101802,0.144818,8.137963,15,0.001229,1,0.6,27,0.012292
426,SALUD FARMA,,PUENTE ALTO,33.580998,-70.58118,SALUD FARMA,,,,15,1.972193,17,0.112438,0.164953,3386.319865,15,0.001664,1,0.504762,53,0.01908
427,LOS PALTOS,,PUENTE ALTO,33.582317,-70.601021,LOS PALTOS,,,,8,1.784024,18,0.101771,0.143343,116.727103,15,0.001067,1,0.678571,19,0.009466
428,MEDDICA,,PUENTE ALTO,33.594228,-70.559138,MEDDICA,,,,5,0.54306,19,0.093017,0.12906,2.083333,15,0.000783,1,0.4,4,0.006699
429,PATRICIO,,PUENTE ALTO,33.611894,-70.551872,PATRICIO,,,,2,0.607555,19,0.092979,0.126848,0,15,0.000478,1,1,1,0.003232
430,PATRICIO,,PUENTE ALTO,33.625231,-70.609237,PATRICIO,,,,1,0.1,19,0.092966,0.126111,0,15,0.000298,1,0,0,0.002765
431,DONDE'L LORITO,,PUENTE ALTO,33.582199,-70.606087,DONDE'L LORITO,,,,3,0.765146,19,0.092991,0.127585,0,15,0.000536,1,1,3,0.004223
432,SALCOBRAND,,PUENTE ALTO,33.609616,-70.575918,SALCOBRAND,,,,10,4.224179,19,0.093106,0.133116,0.833333,15,0.001323,1,0.933333,42,0.01117
433,SALCOBRAND,,PUENTE ALTO,33.595224,-70.590104,SALCOBRAND,,,,8,1.084608,18,0.101664,0.142434,19.781179,15,0.001062,1,0.678571,19,0.009506
434,SALCOBRAND,,QUILICURA,33.366789,-70.720092,SALCOBRAND,,,,13,2.231646,20,0.088732,0.119549,1.261905,16,0.001398,1,0.884615,69,0.01351
435,AHUMADA,,QUILICURA,33.35618,-70.729107,AHUMADA,,,,12,2.770964,20,0.08872,0.118812,0.333333,16,0.001297,1,0.954545,63,0.012797
436,AHUMADA,,QUILICURA,33.382306,-70.730045,AHUMADA,,,,7,0.798715,20,0.088662,0.115124,0,16,0.000837,1,1,21,0.007663
437,BELEN,,QUILICURA,33.366843,-70.713917,BELEN,,,,12,2.370378,20,0.08872,0.118812,0.333333,16,0.001296,1,0.954545,63,0.012847
438,BELEN,,QUILICURA,33.367224,-70.734052,BELEN,,,,14,2.775281,20,0.088743,0.120286,1.961905,16,0.001495,1,0.846154,77,0.0143
439,CRUZ VERDE,,QUILICURA,33.365681,-70.728849,CRUZ VERDE,,,,14,2.885762,20,0.088743,0.120286,1.961905,16,0.001495,1,0.846154,77,0.0143
440,CRUZ VERDE,,QUILICURA,33.355561,-70.729102,CRUZ VERDE,,,,12,2.637826,20,0.08872,0.118812,0.333333,16,0.001297,1,0.954545,63,0.012797
441,NUEVA REAL,,QUILICURA,33.358277,-70.729319,NUEVA REAL,,,,12,2.764108,20,0.08872,0.118812,0.333333,16,0.001297,1,0.954545,63,0.012797
442,SCANDIC,,QUILICURA,33.361861,-70.744786,SCANDIC,,,,9,1.17136,20,0.088685,0.116599,0,16,0.001017,1,1,36,0.009851
443,SALCOBRAND,,QUILICURA,33.367883,-70.732212,SALCOBRAND,,,,14,3.052584,20,0.088743,0.120286,1.961905,16,0.001495,1,0.846154,77,0.0143
444,AHUMADA,,QUINTA NORMAL,33.432722,-70.680556,AHUMADA,,,,11,1.617986,14,0.156944,0.206248,7799.498126,19,0.000835,1,0.581818,32,0.135594
445,CRUZ VERDE,,QUINTA NORMAL,33.430501,-70.692356,CRUZ VERDE,,,,5,0.699195,14,0.153951,0.194752,4686.322144,17,0.000628,1,0.5,5,0.013468
446,EMIFAR,,QUINTA NORMAL,33.416474,-70.711044,EMIFAR,,,,9,1.237957,16,0.129513,0.166626,1868.890506,17,0.001468,1,0.388889,14,0.00554
447,MACARENA,,QUINTA NORMAL,33.42251,-70.713359,MACARENA,,,,7,1.090937,16,0.130989,0.167982,2795.764312,17,0.001011,1,0.571429,12,0.005388
448,MENDOZA,,QUINTA NORMAL,33.423105,-70.69258,MENDOZA,,,,7,0.86667,15,0.142767,0.183743,6978.986089,17,0.001,1,0.333333,7,0.007792
449,MEVIC,,QUINTA NORMAL,33.428854,-70.715467,MEVIC,,,,10,1.541678,16,0.131167,0.172922,1031.146547,17,0.001283,1,0.6,27,0.008833
450,MYPHARMA,,QUINTA NORMAL,33.441632,-70.707257,MYPHARMA,,,,15,1.70737,15,0.141368,0.19003,10606.932111,17,0.001491,1,0.419048,44,0.020549
451,AHUMADA,,RECOLETA,33.405714,-70.643169,AHUMADA,,,,14,2.747369,15,0.139277,0.183874,357.216176,3,0.001428,1,0.571429,52,0.021693
452,AHUMADA,,RECOLETA,33.393881,-70.642527,AHUMADA,,,,11,1.846407,15,0.134925,0.175196,1338.173478,3,0.001287,1,0.690909,38,0.010557
453,B P M,,RECOLETA,33.391151,-70.641205,B P M,,,,10,1.811264,15,0.134899,0.174459,1321.013859,3,0.001186,1,0.733333,33,0.009881
454,CRUZ DEL NORTE,,RECOLETA,33.388507,-70.642304,CRUZ DEL NORTE,,,,10,1.657918,15,0.134899,0.174459,1321.013859,3,0.001186,1,0.733333,33,0.009881
455,FARMARKET,,RECOLETA,33.403864,-70.631957,FARMARKET,,,,8,1.177918,15,0.134257,0.169542,0.333333,3,0.000956,1,0.928571,26,0.008416
456,CRUZ VERDE,,RECOLETA,33.402695,-70.643003,CRUZ VERDE,,,,12,2.214618,15,0.136281,0.17727,114.75824,3,0.001297,1,0.651515,43,0.013645
457,CRUZ VERDE,,RECOLETA,33.429534,-70.647091,CRUZ VERDE,,,,39,5.910332,13,0.172038,0.251133,10817.03276,19,0.001653,1,0.696356,516,0.76463
458,MARSIL,,RECOLETA,33.431213,-70.651344,MARSIL,,,,41,7.082181,13,0.172959,0.253106,5334.429761,19,0.001735,1,0.707317,580,0.795275
459,EL SALTO,,RECOLETA,33.410583,-70.636818,EL SALTO,,,,7,1.109468,15,0.134364,0.170034,3.5486,3,0.000827,1,0.809524,17,0.009206
460,AHUMADA,,RENCA,33.405203,-70.704613,AHUMADA,,,,5,2.03465,17,0.114935,0.140838,10.405689,17,0.001034,1,0.9,9,0.002623
461,CRUZ VERDE,,RENCA,33.406582,-70.700875,CRUZ VERDE,,,,6,1.407851,16,0.126445,0.15718,2727.343846,17,0.001166,1,0.666667,10,0.003227
462,CRUZ VERDE,,RENCA,33.405687,-70.704351,CRUZ VERDE,,,,5,1.975691,17,0.114935,0.140838,10.405689,17,0.001034,1,0.9,9,0.002623
463,MEDDICA,,RENCA,33.400438,-70.744682,MEDDICA,,,,4,0.506836,18,0.106906,0.132105,90.751603,17,0.000925,1,0.666667,4,0.001944
464,DONDE'L LORITO,,RENCA,33.409302,-70.746696,DONDE'L LORITO,,,,5,0.740418,18,0.106923,0.132842,179.495448,17,0.001088,1,0.5,5,0.00241
465,SALCOBRAND,,RENCA,33.404343,-70.705514,SALCOBRAND,,,,5,1.725842,17,0.114935,0.140838,10.405689,17,0.001034,1,0.9,9,0.002623
466,SALCOBRAND,,SAN BERNARDO,33.592758,-70.704956,SALCOBRAND,,,,13,5.79945,19,0.083963,0.113637,56.496852,18,0.001502,1,0.948718,74,0.014726
467,SALCOBRAND,,SAN BERNARDO,33.593692,-70.705686,SALCOBRAND,,,,13,5.562266,19,0.083963,0.113637,56.496852,18,0.001502,1,0.948718,74,0.014726
468,SALCOBRAND,,SAN BERNARDO,33.594272,-70.705896,SALCOBRAND,,,,13,4.994959,19,0.083963,0.113637,56.496852,18,0.001502,1,0.948718,74,0.014726
469,SALCOBRAND,,SAN BERNARDO,33.630736,-70.707929,SALCOBRAND,,,,4,0.799772,19,0.080446,0.102055,0,18,0.000763,1,1,6,0.00316
470,SALCOBRAND,,SAN BERNARDO,33.630736,-70.707929,SALCOBRAND,,,,4,0.799772,19,0.080446,0.102055,0,18,0.000763,1,1,6,0.00316
471,AHUMADA,,SAN BERNARDO,33.592704,-70.70516,AHUMADA,,,,13,5.886235,19,0.083963,0.113637,56.496852,18,0.001502,1,0.948718,74,0.014726
472,AHUMADA,,SAN BERNARDO,33.597239,-70.699727,AHUMADA,,,,12,2.591689,19,0.080523,0.107954,0.2,18,0.001398,1,0.969697,64,0.013618
473,BELEN,,SAN BERNARDO,33.587471,-70.678018,BELEN,,,,7,1.095733,17,0.095292,0.125648,5584.535145,18,0.001084,1,0.52381,11,0.00596
