Id,Label,timeset,farmacia,lat,lng,nombre,comune,poblacion,POBLA,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
633,PRAT,,SAN BERNARDO,33.608804,-70.702816,PRAT,,,,12,1.373207,19,0.080523,0.107954,9,18,0.001497,1,0.727273,48,0.012609
634,AHUMADA,,COLINA,33.312367,-70.656921,AHUMADA,,,,2,0.423468,2,0.529412,0.555556,0,1,0.000641,2,1,1,0.0014
635,CRUZ VERDE,,PADRE HURTADO,33.569344,-70.815406,CRUZ VERDE,,,,6,1.5412,20,0.087812,0.111558,1.954545,9,0.001047,1,0.866667,13,0.003843
636,MANRIQUEZ,,SAN RAMON,33.551099,-70.633926,MANRIQUEZ,,,,11,1.735214,15,0.128995,0.165986,1795.34326,6,0.001617,1,0.563636,31,0.007602
637,SALCOBRAND,,SANTIAGO,33.444484,-70.636964,SALCOBRAND,,,,46,8.036573,12,0.184139,0.268773,3516.568821,19,0.001728,1,0.655072,678,0.924363
638,SALCOBRAND,,NUNOA,33.43656,-70.577532,SALCOBRAND,,,,23,3.605185,13,0.16573,0.247969,5471.052356,23,0.00119,1,0.517787,131,0.145314
639,CRUZ VERDE,,SANTIAGO,33.439546,-70.650358,CRUZ VERDE,,,,47,11.935287,13,0.176012,0.25841,661.127399,19,0.00177,1,0.772433,835,0.984232
640,CRUZ VERDE,,NUNOA,33.451281,-70.589247,CRUZ VERDE,,,,38,6.053191,13,0.163966,0.25075,1037.720745,14,0.001684,1,0.59744,420,0.372659
641,SOLUFAR,,HUECHURABA,33.359594,-70.682686,SOLUFAR,,,,14,2.058369,18,0.098275,0.127457,180.25587,3,0.001849,1,0.527473,48,0.010513
642,SALCOBRAND,,LA FLORIDA,33.519252,-70.600301,SALCOBRAND,,,,29,9.716116,15,0.135492,0.197557,147.220489,5,0.00169,1,0.810345,329,0.127246
643,CRUZ VERDE,,NUNOA,33.449721,-70.621659,CRUZ VERDE,,,,37,6.323865,12,0.178093,0.263239,1917.851081,14,0.001471,1,0.615616,410,0.566636
644,CRUZ VERDE,,PUENTE ALTO,33.567875,-70.554729,CRUZ VERDE,,,,14,5.003099,17,0.111348,0.161866,297.971167,15,0.001367,1,0.945055,86,0.022474
645,MEDDICA,,SANTIAGO,33.438544,-70.662868,MEDDICA,,,,39,7.304252,13,0.17195,0.244223,1502.47255,19,0.001558,1,0.808367,599,0.784918
646,MEDDICA,,QUILICURA,33.366749,-70.713566,MEDDICA,,,,12,2.342174,20,0.08872,0.118812,0.333333,16,0.001296,1,0.954545,63,0.012847
647,ESMERALDA,,COLINA,33.179824,-70.657035,ESMERALDA,,,,1,0.1,2,0.514286,0.527778,0,1,0.000368,2,0,0,0.001049
648,CRUZ VERDE,,LO PRADO,33.45732,-70.714213,CRUZ VERDE,,,,13,2.33506,16,0.135465,0.181967,939.056902,17,0.001274,1,0.551282,43,0.016768
649,FARMAS,,MAIPU,33.505211,-70.789108,FARMAS,,,,4,0.664168,18,0.105706,0.142631,0,9,0.000634,1,1,6,0.005823
650,CRUZ VERDE,,PROVIDENCIA,33.435604,-70.591638,CRUZ VERDE,,,,31,4.314919,14,0.163689,0.252805,1452.819146,23,0.001421,1,0.475269,221,0.277981
651,CRUZ VERDE,,PROVIDENCIA,33.422142,-70.608202,CRUZ VERDE,,,,27,6.083024,14,0.158263,0.24132,1594.791424,14,0.001244,1,0.77208,271,0.232885
652,MEDDICA,,SANTIAGO,33.44385,-70.657621,MEDDICA,,,,41,7.909644,13,0.174069,0.248487,238.662228,19,0.001583,1,0.82561,677,0.856989
653,FARMA TOTAL,,SANTIAGO,33.443287,-70.633528,FARMA TOTAL,,,,46,7.370611,12,0.186008,0.274205,5408.955702,19,0.00173,1,0.606763,628,0.900595
654,CRUZ VERDE,,PADRE HURTADO,33.56099,-70.826991,CRUZ VERDE,,,,4,0.477699,20,0.087699,0.109002,0,9,0.000777,1,1,6,0.002304
655,SEGAL,,EL BOSQUE,33.572799,-70.66539,SEGAL,,,,6,0.794175,16,0.104501,0.13421,533.58421,18,0.000956,1,0.533333,8,0.004185
656,DEL DR SIMI,,LAMPA,33.28494,-70.876251,DEL DR SIMI,,,,4,1.217892,2,0.75,0.833333,0,7,0.001454,5,1,6,0.001663
657,AHUMADA,,INDEPENDENCIA,33.418597,-70.663571,AHUMADA,,,,14,2.541826,14,0.161698,0.215897,2780.016709,3,0.001062,1,0.604396,55,0.099546
658,FARMAHORRO,,LA GRANJA,33.558039,-70.623552,FARMAHORRO,,,,8,1.477103,16,0.120042,0.159907,138.068271,6,0.001133,1,0.678571,19,0.006683
659,ECONOFARMA,,MAIPU,33.532953,-70.774568,ECONOFARMA,,,,7,1.965078,18,0.105756,0.144843,0.166667,9,0.001024,1,0.952381,20,0.007543
660,SALCOBRAND,,SAN MIGUEL,33.490979,-70.657376,SALCOBRAND,,,,15,3.262985,12,0.151475,0.187027,628.594114,20,0.001438,1,0.695238,73,0.019586
661,LA BOTICA ITALIA,,PROVIDENCIA,33.446852,-70.627195,LA BOTICA ITALIA,,,,38,6.001293,12,0.183293,0.26703,5067.390568,14,0.001497,1,0.5633,396,0.620119
662,AHUMADA,,PENALOLEN,33.476087,-70.543141,AHUMADA,,,,16,3.484382,16,0.132915,0.182961,183.448164,22,0.001336,1,0.775,93,0.023907
663,OMEGA,,LA FLORIDA,33.563827,-70.584954,OMEGA,,,,12,2.225594,16,0.125023,0.183686,7232.892835,15,0.001186,1,0.621212,41,0.022039
664,CRUZ VERDE,,LAS CONDES,33.409534,-70.567352,CRUZ VERDE,,,,24,5.5819,15,0.13609,0.213889,61.891617,23,0.001376,1,0.728261,201,0.112344
665,KNOP,,HUECHURABA,33.347631,-70.670419,KNOP,,,,6,2.787663,18,0.097149,0.118963,0,3,0.000949,1,1,15,0.00421
666,JUMBO EL LLANO J513,,SAN MIGUEL,33.486788,-70.650859,JUMBO EL LLANO J513,,,,15,2.900575,11,0.165044,0.205129,13439.19725,20,0.001362,1,0.552381,58,0.023438
667,CRUZ VERDE,,LA FLORIDA,33.518871,-70.600875,CRUZ VERDE,,,,26,8.907524,15,0.13541,0.195345,75.989107,5,0.001525,1,0.876923,285,0.116831
668,SALCOBRAND,,LAS CONDES,33.418864,-70.572192,SALCOBRAND,,,,28,4.887582,14,0.149867,0.239276,2067.719612,23,0.001506,1,0.568783,215,0.141509
669,FARMATOTAL,,PROVIDENCIA,33.431164,-70.616277,FARMATOTAL,,,,33,5.288309,13,0.171907,0.254784,2070.235716,14,0.001396,1,0.602273,318,0.380155
670,JUMBO,,PENALOLEN,33.488018,-70.556676,JUMBO,,,,14,3.377389,15,0.139363,0.185554,57.269965,22,0.001176,1,0.857143,78,0.02255
671,CRUZ VERDE,,PROVIDENCIA,33.439076,-70.615794,CRUZ VERDE,,,,40,6.234851,13,0.174025,0.264285,2090.10281,14,0.0016,1,0.547436,427,0.536086
672,SALCOBRAND,,LAS CONDES,33.415564,-70.539529,SALCOBRAND,,,,15,3.501836,16,0.13051,0.198128,11.578129,23,0.000997,1,0.857143,90,0.05286
673,CRUZ VERDE,,CALERA DE TANGO,33.625575,-70.781462,CRUZ VERDE,,,,3,0.372633,21,0.080676,0.095982,0,9,0.00118,1,1,3,0.001098
674,SALCOBRAND,,QUILICURA,33.361217,-70.714151,SALCOBRAND,,,,12,2.322128,18,0.10716,0.151626,9995.411276,17,0.001546,1,0.636364,42,0.011601
675,IBIZA,,MAIPU,33.556223,-70.793144,IBIZA,,,,10,2.268893,18,0.10607,0.149858,1059.927273,9,0.001422,1,0.8,36,0.010519
676,SAINT GERMAIN,,MAIPU,33.474733,-70.748875,SAINT GERMAIN,,,,14,2.328745,17,0.124885,0.180789,23211.540563,9,0.001697,1,0.516484,47,0.014985
677,DEL CARMEN,,MAIPU,33.516849,-70.763539,DEL CARMEN,,,,13,2.01363,18,0.105855,0.149268,6.666667,9,0.001495,1,0.769231,60,0.017052
678,SALCOBRAND,,COLINA,33.204695,-70.676266,SALCOBRAND,,,,9,4.387982,2,0.666667,0.75,0,1,0.001507,2,1,36,0.006883
679,AHUMADA,,LA FLORIDA,33.518401,-70.599124,AHUMADA,,,,29,8.963613,15,0.135492,0.197557,147.220489,5,0.00169,1,0.810345,329,0.127246
680,ISLEiEEA,,ISLA DE MAIPO,33.753996,-70.902434,ISLEiEEA,,,,3,0.971921,2,0.714286,0.8,0,4,0.001282,4,1,3,0.001134
681,DiEEAZ,,LO PRADO,33.443623,-70.723448,DiEEAZ,,,,12,2.461185,16,0.128263,0.173767,3188.617586,17,0.001389,1,0.545455,36,0.012022
682,AHUMADA,,LA FLORIDA,33.5184,-70.599123,AHUMADA,,,,29,8.962483,15,0.135492,0.197557,147.220489,5,0.00169,1,0.810345,329,0.127246
683,AHUMADA,,NUNOA,33.455672,-70.58563,AHUMADA,,,,34,5.985091,13,0.166421,0.246924,2493.010909,14,0.001584,1,0.629234,353,0.305027
684,AHUMADA,,SANTIAGO,33.44317,-70.649064,AHUMADA,,,,46,10.250093,13,0.176517,0.258951,719.562943,19,0.001732,1,0.772947,800,0.970144
685,AHUMADA,,BUIN,33.734141,-70.749025,AHUMADA,,,,5,1.102417,2,0.777778,0.857143,0,0,0.001467,0,1,10,0.00231
686,AHUMADA,,RENCA,33.397305,-70.761807,AHUMADA,,,,3,0.322911,18,0.10471,0.124591,0,17,0.00076,1,1,3,0.001389
687,AHUMADA,,PROVIDENCIA,33.418056,-70.607297,AHUMADA,,,,23,5.638233,14,0.156654,0.231979,1289.013948,14,0.001118,1,0.790514,200,0.169529
688,FARMAMARKET,,PENAFLOR,33.601279,-70.860642,FARMAMARKET,,,,5,0.840359,2,0.666667,0.75,0.25,13,0.001234,8,0.9,9,0.002436
689,SOLUFAR,,CERRILLOS,33.491755,-70.714808,SOLUFAR,,,,2,0.229555,17,0.101103,0.121113,0,12,0.000474,1,1,1,0.001425
690,VALVIC,,PADRE HURTADO,33.565517,-70.799506,VALVIC,,,,11,1.765053,19,0.09617,0.12988,812.709091,9,0.001641,1,0.618182,34,0.008387
691,BELEN,,PUDAHUEL,33.444749,-70.754041,BELEN,,,,14,2.249867,18,0.112887,0.160112,1220.509057,17,0.001844,1,0.582418,53,0.012702
692,MEDICAL STORES,,PUDAHUEL,33.448542,-70.84299,MEDICAL STORES,,,,2,0.401723,19,0.101588,0.129928,0,17,0.000577,1,1,1,0.001582
693,SU SALUD,,SANTIAGO,33.452457,-70.663262,SU SALUD,,,,36,5.533114,13,0.172607,0.241667,5857.801629,19,0.001541,1,0.650794,410,0.62026
694,LEMBACH,,COLINA,33.207506,-70.678188,LEMBACH,,,,9,3.308684,2,0.666667,0.75,0,1,0.001507,2,1,36,0.006883
695,DEL DR. SIMI,,INDEPENDENCIA,33.424567,-70.654489,DEL DR. SIMI,,,,28,3.987112,14,0.165811,0.234656,805.623244,19,0.001293,1,0.716931,271,0.512371
696,CRUZ VERDE,,LAS CONDES,33.415884,-70.539431,CRUZ VERDE,,,,15,3.598133,16,0.13051,0.198128,11.578129,23,0.000997,1,0.857143,90,0.05286
697,CRUZ VERDE,,HUECHURABA,33.364142,-70.679158,CRUZ VERDE,,,,12,2.551607,18,0.098247,0.125982,87.913257,3,0.00158,1,0.590909,39,0.009493
698,SALCOBRAND,,MACUL,33.482241,-70.599307,SALCOBRAND,,,,15,2.985001,14,0.159192,0.212062,2248.89585,22,0.001177,1,0.552381,58,0.042571
699,CRUZ VERDE,,TALAGANTE,33.669991,-70.940531,CRUZ VERDE,,,,6,0.782975,2,0.8,0.875,0,21,0.001078,10,1,15,0.003711
700,DEL DR. SIMI,,LA FLORIDA,33.535352,-70.572471,DEL DR. SIMI,,,,17,2.838827,16,0.127348,0.18192,439.144079,5,0.001332,1,0.602941,82,0.04127
701,DEL CARMEN,,MAIPU,33.509706,-70.758947,DEL CARMEN,,,,13,3.455248,17,0.109126,0.152617,69.07703,9,0.001457,1,0.910256,71,0.018158
702,CRUZ VERDE,,CERRILLOS,33.517344,-70.716387,CRUZ VERDE,,,,9,2.73744,15,0.119135,0.14633,2680.799326,12,0.001439,1,0.861111,31,0.006256
703,FARMATOP,,PADRE HURTADO,33.56303,-70.796775,FARMATOP,,,,11,1.923096,19,0.09617,0.12988,812.709091,9,0.001641,1,0.618182,34,0.008387
704,ECONOFARMA,,CONCHALI,33.395043,-70.657935,ECONOFARMA,,,,15,1.876999,16,0.126705,0.167166,827.625505,3,0.001606,1,0.457143,48,0.015451
705,CRUZ VERDE,,QUILICURA,33.374177,-70.718153,CRUZ VERDE,,,,10,1.463789,20,0.088697,0.117337,0.428571,16,0.001119,1,0.933333,42,0.010615
706,HERRERA,,PUENTE ALTO,33.612546,-70.573888,HERRERA,,,,10,3.061015,19,0.093106,0.133116,0.833333,15,0.001323,1,0.933333,42,0.01117
707,JUMBO MAIPU,,MAIPU,33.479687,-70.752152,JUMBO MAIPU,,,,12,3.477101,18,0.113511,0.161265,116.17505,9,0.00142,1,0.833333,55,0.015084
708,DEL DR. SIMI,,LA FLORIDA,33.516661,-70.599949,DEL DR. SIMI,,,,25,7.207482,15,0.135383,0.194607,35.186014,5,0.001468,1,0.913333,274,0.113845
709,DEL DR. SIMI,,ESTACION CENTRAL,33.454507,-70.679502,DEL DR. SIMI,,,,20,5.172151,14,0.161775,0.217817,2983.732406,17,0.001171,1,0.789474,150,0.145812
710,CRUZ VERDE,,PENAFLOR,33.608667,-70.856258,CRUZ VERDE,,,,5,1.185525,2,0.666667,0.75,0.25,13,0.001234,8,0.9,9,0.002436
711,CRUZ VERDE,,VITACURA,33.398752,-70.598584,CRUZ VERDE,,,,14,3.015586,15,0.135681,0.197672,126.948992,24,0.000925,1,0.824176,75,0.045982
712,DEL DR. SIMI,,SANTIAGO,33.437929,-70.636741,DEL DR. SIMI,,,,44,7.204702,13,0.179889,0.26786,4371.002543,19,0.001649,1,0.651163,616,0.893735
713,SALCOBRAND,,COLINA,33.207196,-70.666266,SALCOBRAND,,,,9,1.574591,2,0.666667,0.75,0,1,0.001507,2,1,36,0.006883
BUIN,,,BUIN,33.7314,-70.7424,,Buin,96614,96614,7,0.7,1,1,1,11,0,0.002241,0,0.47619,10,0.002832
CALERA DE TANGO,,,CALERA DE TANGO,33.6293,-70.7623,,Calera de Tango,25392,25392,4,0.4,20,0.087722,0.108387,2025,9,0.001474,1,0.5,3,0.001407
CERRILLOS,,,CERRILLOS,33.501,-70.7099,,Cerrillos,80832,80832,9,0.9,16,0.109073,0.135502,235.506436,12,0.001485,1,0.777778,28,0.005965
CERRO NAVIA,,,CERRO NAVIA,33.4219,-70.7405,,Cerro Navia,132622,132622,6,0.6,17,0.115013,0.148724,830.478139,17,0.000937,1,0.533333,8,0.004627
COLINA,,,COLINA,33.2045,-70.676,,Colina,146207,146207,18,1.8,1,1,1,106,1,0.003628,2,0.30719,47,0.010291
CONCHALI,,,CONCHALI,33.3847,-70.68,,Conchali,126955,126955,9,0.9,17,0.113151,0.145067,1064.384744,3,0.001118,1,0.611111,22,0.008067
CURACAVI,,,CURACAVI,33.4009,-71.1267,,Curacavi,32579,32579,3,0.3,1,1,1,0,2,0.001314,3,1,3,0.00106
EL BOSQUE,,,EL BOSQUE,33.559,-70.6788,,El Bosque,162505,162505,11,1.1,16,0.109976,0.144168,11388.500758,20,0.001422,1,0.509091,28,0.009643
ESTACION CENTRAL,,,ESTACION CENTRAL,33.4619,-70.6985,,Estacion Central,147041,147041,18,1.8,15,0.15,0.200661,28410.666958,17,0.001262,1,0.673203,103,0.060394
HUECHURABA,,,HUECHURABA,33.3742,-70.6367,,Huechuraba,98671,98671,12,1.2,17,0.107431,0.138132,4026.713006,3,0.001645,1,0.454545,30,0.008534
INDEPENDENCIA,,,INDEPENDENCIA,33.4156,-70.6643,,Independencia,100281,100281,10,1,15,0.147263,0.193516,67.155355,3,0.000903,1,0.844444,38,0.033758
ISLA DE MAIPO,,,ISLA DE MAIPO,33.7465,-70.9,,Isla de Maipo,36219,36219,5,0.5,1,1,1,6,4,0.002108,4,0.4,4,0.001711
LA CISTERNA,,,LA CISTERNA,33.5264,-70.6614,,La Cisterna,90199,90199,11,1.1,14,0.127276,0.157604,134.514423,20,0.001148,1,0.854545,47,0.01333
LA FLORIDA,,,LA FLORIDA,33.5227,-70.5987,,La Florida,366916,366916,51,5.1,15,0.138878,0.223746,36439.028692,5,0.003381,1,0.356863,455,0.159194
LA GRANJA,,,LA GRANJA,33.5378,-70.6207,,La Granja,116571,116571,5,0.5,16,0.116776,0.146086,0.166667,6,0.000798,1,0.9,9,0.00384
LA PINTANA,,,LA PINTANA,33.5856,-70.6286,,La Pintana,177335,177335,6,0.6,16,0.110513,0.141521,7022.077261,6,0.001628,1,0.133333,2,0.002779
LA REINA,,,LA REINA,33.4411,-70.5341,,La Reina,92787,92787,19,1.9,15,0.138906,0.20461,1275.637806,23,0.001218,1,0.614035,105,0.053565
LO BARNECHEA,,,LO BARNECHEA,33.3527,-70.5185,,Lo Barrenechea,105833,105833,15,1.5,18,0.102216,0.141885,553.278278,8,0.001718,1,0.666667,70,0.014011
LAMPA,,,LAMPA,33.2827,-70.8793,,Lampa,102034,102034,6,0.6,1,1,1,9,7,0.002329,5,0.4,6,0.002181
LAS CONDES,,,LAS CONDES,33.4079,-70.5451,,Las Condes,294838,294838,59,5.9,15,0.144625,0.257702,27810.606848,23,0.003773,1,0.247224,423,0.20033
LO ESPEJO,,,LO ESPEJO,33.522,-70.6906,,Lo Espejo,98804,98804,3,0.3,15,0.118201,0.136358,0,12,0.00069,1,1,3,0.0016
LO PRADO,,,LO PRADO,33.4443,-70.7233,,Lo Prado,96249,96249,8,0.8,16,0.125208,0.161349,39.712811,17,0.000866,1,0.678571,19,0.010099
MACUL,,,MACUL,33.4851,-70.5992,,Macul,116534,116534,8,0.8,14,0.153394,0.190135,65.134752,22,0.000773,1,0.892857,25,0.011982
MAIPU,,,MAIPU,33.5106,-70.7573,,Maipu,521627,521627,43,4.3,17,0.118118,0.189741,25598.168682,9,0.005198,1,0.20598,186,0.042236
MELIPILLA,,,MELIPILLA,33.6859,-71.218,,Melipilla,123627,123627,9,0.9,1,1,1,0,10,0.001314,6,1,36,0.00635
NUNOA,,,NUNOA,33.4567,-70.5978,,Nunoa,208237,208237,44,4.4,12,0.178892,0.270397,18013.205951,14,0.001871,1,0.548626,519,0.46758
PADRE HURTADO,,,PADRE HURTADO,33.5695,-70.8157,,Padre Hurtado,63250,63250,6,0.6,20,0.087812,0.111558,1.954545,9,0.001047,1,0.866667,13,0.003843
PAINE,,,PAINE,33.8082,-70.7364,,Paine,72759,72759,3,0.3,1,1,1,0,11,0.001314,7,1,3,0.00106
PEDRO AGUIRRE CERDA,,,PEDRO AGUIRRE CERDA,33.4941,-70.6765,,Pedro Aguirre Cerda,101174,101174,4,0.4,12,0.148489,0.175098,4201.805404,20,0.000662,1,0.166667,1,0.003288
PENAFLOR,,,PENAFLOR,33.606,-70.8782,,Penaflor,90201,90201,10,1,1,1,1,20.75,13,0.002271,8,0.444444,20,0.004581
PENALOLEN,,,PENALOLEN,33.4719,-70.5628,,Penalolen,241599,241599,27,2.7,15,0.147455,0.212631,22623.583231,22,0.002049,1,0.42735,150,0.045434
PIRQUE,,,PIRQUE,33.6875,-70.5884,,Pirque,26521,26521,1,0.1,21,0.078527,0.094837,0,15,0.000529,1,0,0,0.000334
PROVIDENCIA,,,PROVIDENCIA,33.4314,-70.6093,,Providencia,142079,142079,33,3.3,13,0.172783,0.258707,6996.61764,14,0.00142,1,0.594697,314,0.346963
PUDAHUEL,,,PUDAHUEL,33.4421,-70.7641,,Pudahuel,230293,230293,19,1.9,18,0.113038,0.162912,4614.322556,17,0.003014,1,0.292398,50,0.014189
PUENTE ALTO,,,PUENTE ALTO,33.6186,-70.5906,,Puente Alto,568106,568106,40,4,18,0.102479,0.1694,10781.963506,15,0.004765,1,0.229487,179,0.042855
QUILICURA,,,QUILICURA,33.3577,-70.7293,,Quilicura,210410,210410,15,1.5,19,0.09719,0.136104,9297.961905,16,0.001604,1,0.733333,77,0.015222
QUINTA NORMAL,,,QUINTA NORMAL,33.4317,-70.6924,,Quinta Normal,110026,110026,7,0.7,15,0.144133,0.185409,2897.350615,17,0.000945,1,0.47619,10,0.008535
RECOLETA,,,RECOLETA,33.4062,-70.6336,,Recoleta,157851,157851,11,1.1,14,0.152291,0.20261,9025.749881,3,0.001155,1,0.545455,30,0.046822
RENCA,,,RENCA,33.4064,-70.728,,Renca,147151,147151,7,0.7,17,0.114682,0.14074,1663.746517,17,0.001488,1,0.428571,9,0.003132
SAN BERNARDO,,,SAN BERNARDO,33.5854,-70.6987,,San Bernardo,301313,301313,21,2.1,18,0.087439,0.124357,5247.607706,18,0.002722,1,0.433333,91,0.018598
SAN JOAQUIN,,,SAN JOAQUIN,33.4962,-70.6283,,San Joaquin,94492,94492,7,0.7,13,0.170609,0.211416,29662.028016,22,0.000846,1,0.428571,9,0.006719
SAN JOSE DE MAIPO,,,SAN JOSE DE MAIPO,33.6432,-70.3452,,San Jose de Maipo,18189,18189,1,0.1,1,1,1,0,25,0.001314,9,0,0,0.000279
SAN MIGUEL,,,SAN MIGUEL,33.4924,-70.6518,,San Miguel,107954,107954,14,1.4,12,0.149471,0.184236,551.828188,20,0.001313,1,0.824176,75,0.019446
SAN RAMON,,,SAN RAMON,33.551,-70.6464,,San Ramon,82900,82900,4,0.4,15,0.125812,0.150818,0,6,0.000719,1,1,6,0.002739
SANTIAGO,,,SANTIAGO,33.4489,-70.6693,,Santiago,404495,404495,52,5.2,12,0.186828,0.271829,32454.684154,19,0.00218,1,0.586727,778,0.947536
TALAGANTE,,,TALAGANTE,33.6625,-70.925,,Talagante,74237,74237,8,0.8,1,1,1,0.333333,21,0.001382,10,0.928571,26,0.004779
TILTIL,,,TILTIL,33.0839,-70.928,,Til Til,19312,19312,1,0.1,1,1,1,0,26,0.001314,11,0,0,0.000279
VITACURA,,,VITACURA,33.3905,-70.5724,,Vitacura,85384,85384,23,2.3,16,0.125929,0.190544,2609.697644,24,0.001485,1,0.549407,139,0.057757
